name,score,File,accuracy
Kate Moss,0.9,moss_1030.txt,True
UNKNOWN,0.0,craig_413.txt,False
Mick Jagger,0.9,jagger_213.txt,True
Mick Jagger,0.9,jagger_322.txt,True
Meryl Streep,0.9,dench_969.txt,False
Lewis Hamilton,0.9,hamilton_565.txt,True
Mick Jagger,0.9,jagger_296.txt,True
UNKNOWN,0.0,delevigne_210.txt,False
J.K. Rowling,0.9,rowling_1063.txt,True
UNKNOWN,0.0,radcliffe_977.txt,False
Elton John,0.9,john_717.txt,True
Adele,0.9,adele_57.txt,True
UNKNOWN,0.0,radcliffe_233.txt,False
Sam Smith,0.9,smith_878.txt,True
UNKNOWN,0.5,sheeran_982.txt,False
Christian Bale,0.9,bale_802.txt,True
Cara Delevingne,0.9,delevigne_265.txt,False
Sam Smith,0.9,smith_646.txt,True
Kate Moss,0.9,moss_585.txt,True
Adele,0.9,adele_323.txt,True
Robert De Niro,0.9,bale_963.txt,False
Maggie Smith,0.9,dench_429.txt,False
UNKNOWN,0.0,delevigne_1015.txt,False
Adele,0.9,adele_1067.txt,True
UNKNOWN,0.0,middleton_319.txt,False
UNKNOWN,0.0,bale_304.txt,False
Sam Smith,0.9,rowling_63.txt,False
UNKNOWN,0.0,bale_238.txt,False
Kate Middleton,0.9,middleton_605.txt,True
Kate Middleton,0.9,middleton_339.txt,True
Angelina Jolie,0.9,delevigne_859.txt,False
UNKNOWN,0.0,delevigne_729.txt,False
Hugh Grant,0.9,cumberbatch_816.txt,False
UNKNOWN,0.0,jagger_392.txt,False
Taylor Swift,0.9,sheeran_901.txt,False
Ed Sheeran,0.9,sheeran_321.txt,True
Kate Moss,0.9,moss_775.txt,True
Lewis Hamilton,0.8,hamilton_135.txt,True
Kate Moss,0.9,moss_90.txt,True
Emma Watson,0.9,watson_371.txt,True
Meryl Streep,0.9,campbell_314.txt,False
UNKNOWN,0.0,beckham_694.txt,False
UNKNOWN,0.0,delevigne_600.txt,False
Elton John,0.9,john_502.txt,True
Elton John,0.9,sheeran_411.txt,False
Justin Bieber,0.9,sheeran_182.txt,False
Emma Watson,0.9,watson_356.txt,True
UNKNOWN,0.0,craig_596.txt,False
Marilyn Monroe,0.9,watson_921.txt,False
Hugh Grant,0.9,grant_452.txt,True
David Beckham,0.8,beckham_334.txt,True
Kate Middleton,0.8,watson_331.txt,False
Benedict Cumberbatch,0.9,cumberbatch_481.txt,True
Elton John,0.9,jagger_1026.txt,False
Lewis Hamilton,0.9,hamilton_980.txt,True
Tom Hiddleston,0.8,cumberbatch_471.txt,False
UNKNOWN,0.0,campbell_23.txt,False
Hugh Grant,0.9,grant_498.txt,True
UNKNOWN,0.0,bale_294.txt,False
Ed Sheeran,0.9,sheeran_791.txt,True
Adele,0.9,adele_673.txt,True
Sam Smith,0.9,smith_9.txt,True
Kate Moss,0.9,moss_65.txt,True
UNKNOWN,0.0,rowling_979.txt,False
Elton John,0.9,john_177.txt,True
Daniel Radcliffe,0.9,radcliffe_373.txt,True
Kate Middleton,0.9,middleton_525.txt,True
Gigi Hadid,0.9,campbell_94.txt,False
Angelina Jolie,0.9,watson_666.txt,False
Daniel Radcliffe,0.9,craig_832.txt,False
Ed Sheeran,0.9,sheeran_781.txt,True
UNKNOWN,0.0,cumberbatch_171.txt,False
Elton John,0.9,john_87.txt,True
Prince William,0.9,middleton_614.txt,False
Lewis Hamilton,0.9,hamilton_1074.txt,True
Elton John,0.9,jagger_496.txt,False
J.K. Rowling,0.9,rowling_218.txt,True
Daniel Craig,0.9,craig_819.txt,True
Emma Watson,0.9,watson_686.txt,True
Kate Moss,0.9,moss_190.txt,True
Ricky Gervais,0.9,gervais_325.txt,True
Ed Sheeran,0.9,sheeran_556.txt,True
UNKNOWN,0.0,cumberbatch_786.txt,False
Ed Sheeran,0.9,sheeran_66.txt,True
Adele,0.9,adele_423.txt,True
Gisele Bündchen,0.9,campbell_569.txt,False
J.K. Rowling,0.9,rowling_134.txt,True
Adam Sandler,0.9,grant_777.txt,False
Benedict Cumberbatch,0.9,cumberbatch_291.txt,True
Madonna,0.8,jagger_917.txt,False
Beyoncé,0.9,jagger_96.txt,False
Adele,0.9,adele_43.txt,True
Benedict Cumberbatch,0.9,cumberbatch_871.txt,True
David Beckham,0.9,beckham_714.txt,True
Elton John,0.9,john_372.txt,True
Adele,0.9,adele_468.txt,True
UNKNOWN,0.0,campbell_789.txt,False
Mick Jagger,0.9,jagger_286.txt,True
Lewis Hamilton,0.9,hamilton_164.txt,True
UNKNOWN,0.0,middleton_760.txt,False
Adele,0.9,adele_682.txt,True
Lewis Hamilton,0.9,hamilton_510.txt,True
Kate Middleton,0.9,middleton_250.txt,True
UNKNOWN,0.0,cumberbatch_266.txt,False
Joaquin Phoenix,0.9,bale_794.txt,False
UNKNOWN,0.0,craig_713.txt,False
Mick Jagger,0.9,jagger_617.txt,True
Adele,0.9,rowling_34.txt,False
Christian Bale,0.9,bale_172.txt,True
Elton John,0.9,john_73.txt,True
Lewis Hamilton,0.9,hamilton_685.txt,True
UNKNOWN,0.0,craig_538.txt,False
Mariah Carey,0.9,smith_985.txt,False
Taylor Swift,0.9,adele_607.txt,False
Kate Middleton,0.9,middleton_774.txt,True
Emma Watson,0.9,watson_1042.txt,True
UNKNOWN,0.0,dench_548.txt,False
UNKNOWN,0.0,sheeran_276.txt,False
UNKNOWN,0.0,dench_1079.txt,False
Daniel Craig,0.9,craig_253.txt,True
UNKNOWN,0.0,grant_783.txt,False
Judi Dench,0.9,dench_489.txt,True
Daniel Craig,0.9,craig_886.txt,True
Ed Sheeran,0.9,sheeran_862.txt,True
Daniel Craig,0.9,craig_928.txt,True
Lewis Hamilton,0.9,hamilton_1040.txt,True
Mick Jagger,0.9,jagger_672.txt,True
UNKNOWN,0.0,grant_1076.txt,False
Leonardo DiCaprio,0.9,radcliffe_956.txt,False
Mick Jagger,0.9,jagger_1021.txt,True
Emma Watson,0.9,watson_1047.txt,True
Elton John,0.9,john_902.txt,True
Russell Brand,0.9,gervais_950.txt,False
Tom Cruise,0.9,grant_754.txt,False
Gal Gadot,0.9,delevigne_914.txt,False
Meryl Streep,0.9,dench_820.txt,False
UNKNOWN,0.5,hamilton_333.txt,False
Mick Jagger,0.9,jagger_241.txt,True
Daniel Radcliffe,0.9,radcliffe_267.txt,True
Kate Moss,0.9,moss_655.txt,True
Harry Styles,0.9,smith_527.txt,False
Elton John,0.9,john_863.txt,True
Kate Moss,0.9,moss_910.txt,True
J.K. Rowling,0.9,rowling_517.txt,True
Christian Bale,0.9,bale_226.txt,True
Adele,0.9,adele_61.txt,True
Kate Middleton,0.9,middleton_584.txt,True
UNKNOWN,0.0,cumberbatch_926.txt,False
Kate Moss,0.9,moss_155.txt,True
Elton John,0.9,john_51.txt,True
Cara Delevingne,0.9,delevigne_395.txt,False
UNKNOWN,0.0,gervais_535.txt,False
UNKNOWN,0.0,moss_745.txt,False
Tom Hanks,0.9,bale_628.txt,False
Johnny Depp,0.9,bale_362.txt,False
Catherine Zeta-Jones,0.9,bale_162.txt,False
Elton John,0.9,john_776.txt,True
Lewis Hamilton,0.9,hamilton_974.txt,True
UNKNOWN,0.0,radcliffe_2.txt,False
UNKNOWN,0.0,campbell_662.txt,False
Elton John,0.9,john_907.txt,True
UNKNOWN,0.0,cumberbatch_971.txt,False
Hugh Grant,0.9,grant_533.txt,True
Emma Watson,0.9,watson_1001.txt,True
Mick Jagger,0.9,jagger_141.txt,True
UNKNOWN,0.0,john_757.txt,False
UNKNOWN,0.0,hamilton_884.txt,False
UNKNOWN,0.0,campbell_833.txt,False
Jerry Seinfeld,0.9,gervais_549.txt,False
Emma Watson,0.9,watson_7.txt,True
Emma Watson,0.9,watson_1006.txt,True
Daniel Craig,0.9,craig_703.txt,True
Cara Delevingne,0.9,delevigne_459.txt,False
Lewis Hamilton,0.9,hamilton_449.txt,True
Sam Smith,0.9,smith_74.txt,True
Adele,0.9,adele_112.txt,True
Gisele Bündchen,0.9,campbell_1068.txt,False
Naomi Campbell,0.9,campbell_254.txt,True
Gisele Bündchen,0.9,campbell_744.txt,False
UNKNOWN,0.0,radcliffe_237.txt,False
Hugh Grant,0.9,grant_148.txt,True
Angelina Jolie,0.9,middleton_904.txt,False
David Beckham,0.9,beckham_515.txt,True
UNKNOWN,0.0,radcliffe_624.txt,False
Kate Middleton,0.9,middleton_355.txt,True
Adele,0.8,sheeran_436.txt,False
Daniel Radcliffe,0.9,radcliffe_324.txt,True
Lewis Hamilton,0.9,hamilton_518.txt,True
Jerry Seinfeld,0.9,gervais_275.txt,False
Ed Sheeran,0.9,sheeran_231.txt,True
Adele,0.9,adele_287.txt,True
Lionel Messi,0.9,beckham_903.txt,False
Jennifer Lawrence,0.8,watson_1032.txt,False
Cara Delevingne,0.9,delevigne_317.txt,False
Sam Smith,0.9,smith_683.txt,True
Lewis Hamilton,0.9,hamilton_345.txt,True
Ed Sheeran,0.9,sheeran_212.txt,True
Sam Smith,0.9,smith_553.txt,True
UNKNOWN,0.0,sheeran_152.txt,False
Cara Delevingne,0.9,delevigne_83.txt,False
UNKNOWN,0.0,delevigne_54.txt,False
Benedict Cumberbatch,0.9,cumberbatch_716.txt,True
UNKNOWN,0.0,cumberbatch_456.txt,False
Kate Middleton,0.9,middleton_965.txt,True
Benedict Cumberbatch,0.9,cumberbatch_521.txt,True
David Beckham,0.9,beckham_935.txt,True
UNKNOWN,0.0,cumberbatch_821.txt,False
Adele,0.9,adele_157.txt,True
Emma Watson,0.9,watson_906.txt,True
Emma Watson,0.9,watson_232.txt,True
Kate Middleton,0.9,middleton_420.txt,True
Harry Styles,0.8,smith_858.txt,False
Lewis Hamilton,0.9,hamilton_82.txt,True
Jim Carrey,0.9,gervais_160.txt,False
Lewis Hamilton,0.9,hamilton_279.txt,True
UNKNOWN,0.0,radcliffe_432.txt,False
Sam Smith,0.9,smith_1013.txt,True
Elton John,0.9,john_153.txt,True
Emma Watson,0.9,watson_37.txt,True
Kate Middleton,0.9,middleton_1045.txt,True
Ed Sheeran,0.9,sheeran_292.txt,True
Ricky Gervais,0.9,gervais_340.txt,True
Kate Moss,0.9,moss_550.txt,True
David Beckham,0.9,beckham_610.txt,True
Lewis Hamilton,0.8,hamilton_989.txt,True
Sam Smith,0.9,smith_972.txt,True
UNKNOWN,0.0,sheeran_817.txt,False
Elton John,0.9,john_281.txt,True
Tom Hanks,0.9,dench_508.txt,False
UNKNOWN,0.0,dench_870.txt,False
UNKNOWN,0.0,campbell_784.txt,False
Elton John,0.9,john_417.txt,True
David Beckham,0.9,beckham_225.txt,True
Emma Watson,0.9,watson_542.txt,True
Ricky Gervais,0.9,gervais_169.txt,True
Hugh Jackman,0.8,cumberbatch_766.txt,False
Judi Dench,0.9,dench_363.txt,True
Elton John,0.9,john_911.txt,True
David Beckham,0.9,beckham_220.txt,True
Rowan Atkinson,0.9,grant_603.txt,False
Adele,0.9,smith_803.txt,False
Kate Middleton,0.9,middleton_860.txt,True
Judi Dench,0.9,dench_893.txt,True
UNKNOWN,0.0,hamilton_4.txt,False
UNKNOWN,0.0,craig_375.txt,False
Christian Bale,0.9,bale_409.txt,True
Johnny Depp,0.9,bale_81.txt,False
Dua Lipa,0.9,smith_676.txt,False
Emma Watson,0.9,watson_187.txt,True
J.K. Rowling,0.95,rowling_929.txt,True
Sam Smith,0.9,smith_578.txt,True
Tom Hanks,0.9,cumberbatch_621.txt,False
Ed Sheeran,0.9,sheeran_622.txt,True
Daniel Radcliffe,0.95,radcliffe_739.txt,True
Meryl Streep,0.9,dench_494.txt,False
Sam Smith,0.9,smith_814.txt,True
Elvis Presley,0.9,john_352.txt,False
Kate Middleton,0.9,middleton_894.txt,True
Hugh Grant,0.9,grant_272.txt,True
David Beckham,0.9,beckham_889.txt,True
Cara Delevingne,0.9,delevigne_669.txt,False
Mick Jagger,0.9,jagger_129.txt,True
Meryl Streep,0.9,dench_399.txt,False
Daniel Craig,0.9,craig_1005.txt,True
Ed Sheeran,0.9,sheeran_531.txt,True
UNKNOWN,0.0,grant_852.txt,False
J.K. Rowling,0.9,rowling_842.txt,True
Gisele Bündchen,0.9,moss_435.txt,False
Elvis Presley,0.9,jagger_567.txt,False
Emma Watson,0.9,watson_551.txt,True
Lewis Hamilton,0.9,hamilton_849.txt,True
Lewis Hamilton,0.9,hamilton_295.txt,True
Elton John,0.9,john_822.txt,True
David Beckham,0.9,beckham_260.txt,True
Lewis Hamilton,0.9,hamilton_505.txt,True
Ed Sheeran,0.8,sheeran_346.txt,True
UNKNOWN,0.0,cumberbatch_181.txt,False
Kate Middleton,0.9,middleton_49.txt,True
PERSON_FIRSTNAME_1 PERSON_LASTNAME_1,0.8,moss_385.txt,False
Tom Hanks,0.9,cumberbatch_386.txt,False
Daniel Radcliffe,0.9,radcliffe_88.txt,True
PERSON_FIRSTNAME_1,0.8,gervais_845.txt,False
Cate Blanchett,0.9,dench_278.txt,False
Ricky Gervais,0.9,gervais_785.txt,True
UNKNOWN,0.0,dench_593.txt,False
Lewis Hamilton,0.9,hamilton_888.txt,True
UNKNOWN,0.0,rowling_248.txt,False
J.K. Rowling,0.9,rowling_269.txt,True
Paul McCartney,0.9,jagger_623.txt,False
UNKNOWN,0.0,craig_1053.txt,False
Elton John,0.9,john_687.txt,True
Brad Pitt,0.9,grant_625.txt,False
Daniel Radcliffe,0.9,radcliffe_102.txt,True
Emma Watson,0.9,watson_301.txt,True
Hugh Grant,0.9,grant_1022.txt,True
Christian Bale,0.9,bale_306.txt,True
Daniel Radcliffe,0.9,radcliffe_636.txt,True
Kate Middleton,0.9,middleton_724.txt,True
Lewis Hamilton,0.9,hamilton_239.txt,True
Ed Sheeran,0.9,sheeran_1041.txt,True
Kate Middleton,0.9,middleton_530.txt,True
J.K. Rowling,0.9,rowling_509.txt,True
UNKNOWN,0.0,dench_68.txt,False
Christian Bale,0.9,bale_214.txt,True
UNKNOWN,0.0,craig_912.txt,False
Daniel Craig,0.9,craig_17.txt,True
David Beckham,0.9,beckham_964.txt,True
Prince William,0.9,middleton_55.txt,False
J.K. Rowling,0.9,rowling_887.txt,True
J.K. Rowling,0.9,rowling_588.txt,True
David Beckham,0.9,beckham_29.txt,True
LeBron James,0.9,hamilton_1019.txt,False
Christian Bale,0.9,bale_224.txt,True
Bono,0.9,jagger_487.txt,False
Adele,0.9,smith_108.txt,False
UNKNOWN,0.0,delevigne_130.txt,False
Daniel Radcliffe,0.9,radcliffe_661.txt,True
Adele,0.9,adele_366.txt,True
Daniel Radcliffe,0.9,radcliffe_933.txt,True
Daniel Craig,0.9,dench_658.txt,False
Adele,0.9,adele_1002.txt,True
UNKNOWN,0.0,smith_388.txt,False
UNKNOWN,0.0,radcliffe_303.txt,False
Daniel Radcliffe,0.9,watson_866.txt,False
UNKNOWN,0.0,delevigne_255.txt,False
Gigi Hadid,0.9,moss_875.txt,False
Emma Watson,0.9,watson_882.txt,True
Gisele Bündchen,0.9,moss_290.txt,False
Adele,0.9,adele_271.txt,True
Cara Delevingne,0.9,delevigne_490.txt,False
Ed Sheeran,0.9,sheeran_767.txt,True
Lewis Hamilton,0.9,hamilton_158.txt,True
Mick Jagger,0.9,jagger_208.txt,True
Kate Middleton,0.9,middleton_645.txt,True
Kate Moss,0.9,moss_955.txt,True
UNKNOWN,0.0,moss_850.txt,False
David Beckham,0.9,beckham_720.txt,True
Gigi Hadid,0.9,delevigne_28.txt,False
Ed Sheeran,0.9,sheeran_466.txt,True
UNKNOWN,0.0,cumberbatch_486.txt,False
Taylor Swift,0.9,adele_1051.txt,False
Sam Smith,0.9,smith_1077.txt,True
Kate Middleton,0.9,middleton_705.txt,True
Kate Moss,0.9,moss_240.txt,True
Sam Smith,0.9,smith_592.txt,True
J.K. Rowling,0.9,rowling_109.txt,True
UNKNOWN,0.0,delevigne_953.txt,False
Ed Sheeran,0.9,sheeran_427.txt,True
Daniel Craig,0.9,craig_1078.txt,True
Jim Carrey,0.95,gervais_230.txt,False
Ed Sheeran,0.9,smith_1023.txt,False
Daniel Craig,0.9,craig_263.txt,True
UNKNOWN,0.0,gervais_695.txt,False
Sam Smith,0.9,smith_143.txt,True
Naomi Campbell,0.9,campbell_939.txt,True
UNKNOWN,0.0,delevigne_1064.txt,False
Ricky Gervais,0.9,gervais_124.txt,True
Alan Rickman,0.9,cumberbatch_246.txt,False
Adele,0.9,adele_793.txt,True
UNKNOWN,0.0,radcliffe_1044.txt,False
Kate Middleton,0.9,middleton_30.txt,True
Kate Middleton,0.9,middleton_85.txt,True
Ed Sheeran,0.9,sheeran_72.txt,True
Sam Smith,0.9,smith_1071.txt,True
Gisele Bündchen,0.9,campbell_217.txt,False
UNKNOWN,0.0,moss_125.txt,False
Elton John,0.9,john_401.txt,True
Naomi Campbell,0.9,campbell_329.txt,True
Lewis Hamilton,0.9,hamilton_474.txt,True
Benedict Cumberbatch,0.9,cumberbatch_56.txt,True
Meryl Streep,0.9,dench_514.txt,False
UNKNOWN,0.0,craig_439.txt,False
UNKNOWN,0.0,jagger_441.txt,False
UNKNOWN,0.0,delevigne_1029.txt,False
Kate Middleton,0.9,middleton_185.txt,True
Kate Moss,0.9,campbell_1028.txt,False
Meryl Streep,0.9,dench_1072.txt,False
Ed Sheeran,0.9,sheeran_126.txt,True
Tom Hanks,0.9,craig_644.txt,False
UNKNOWN,0.0,grant_234.txt,False
UNKNOWN,0.9,campbell_758.txt,False
Kate Moss,0.9,moss_20.txt,True
UNKNOWN,0.0,gervais_1035.txt,False
Taylor Swift,0.9,smith_778.txt,False
UNKNOWN,0.0,delevigne_675.txt,False
UNKNOWN,0.0,craig_273.txt,False
Daniel Radcliffe,0.9,craig_528.txt,False
Tom Hanks,0.9,bale_433.txt,False
Christian Bale,0.9,bale_92.txt,True
Adele,0.9,adele_491.txt,True
Adele,0.9,adele_201.txt,True
Hugh Grant,0.9,grant_93.txt,True
Elton John,0.9,john_697.txt,True
David Beckham,0.9,beckham_954.txt,True
Steve Carell,0.9,cumberbatch_856.txt,False
David Beckham,0.9,beckham_865.txt,True
Ed Sheeran,0.9,sheeran_91.txt,True
Sam Smith,0.9,smith_453.txt,True
J.K. Rowling,0.9,rowling_464.txt,True
Bob Dylan,0.9,sheeran_536.txt,False
Sam Smith,0.9,smith_499.txt,True
Jim Carrey,0.9,bale_924.txt,False
Sam Smith,0.9,smith_544.txt,True
Mick Jagger,0.9,jagger_293.txt,True
J.K. Rowling,0.9,rowling_554.txt,True
Emma Watson,0.9,watson_652.txt,True
Benedict Cumberbatch,0.9,cumberbatch_941.txt,True
Kate Moss,0.9,campbell_67.txt,False
Lewis Hamilton,0.9,hamilton_898.txt,True
Lewis Hamilton,0.9,hamilton_958.txt,True
Naomi Campbell,0.9,campbell_999.txt,True
J.K. Rowling,0.9,rowling_594.txt,True
UNKNOWN,0.0,watson_132.txt,False
J.K. Rowling,0.9,rowling_629.txt,True
Judi Dench,0.9,dench_1034.txt,True
Kate Moss,0.9,moss_330.txt,True
Taylor Swift,0.9,sheeran_1037.txt,False
Daniel Craig,0.9,craig_10.txt,True
UNKNOWN,0.0,radcliffe_947.txt,False
Daniel Radcliffe,0.8,radcliffe_562.txt,True
UNKNOWN,0.0,moss_380.txt,False
Bono,0.9,jagger_1.txt,False
J.K. Rowling,0.9,rowling_470.txt,True
Hugh Grant,0.9,grant_374.txt,True
Taylor Swift,0.8,smith_12.txt,False
Celine Dion,0.9,smith_743.txt,False
Kate Middleton,0.9,middleton_995.txt,True
Unknown,0.0,delevigne_205.txt,False
Jim Carrey,0.9,gervais_45.txt,False
UNKNOWN,0.0,radcliffe_288.txt,False
David Beckham,0.9,beckham_84.txt,True
Mick Jagger,0.9,jagger_336.txt,True
Emma Watson,0.9,watson_696.txt,True
Emma Watson,0.9,watson_896.txt,True
J.K. Rowling,0.9,rowling_448.txt,True
Bono,0.9,jagger_458.txt,False
Emma Watson,0.9,watson_601.txt,True
Ed Sheeran,0.9,sheeran_761.txt,True
UNKNOWN,0.0,dench_440.txt,False
Hugh Grant,0.9,grant_577.txt,True
Naomi Campbell,0.9,campbell_795.txt,True
David Beckham,0.9,beckham_663.txt,True
Adele,0.9,adele_867.txt,True
Emma Watson,0.9,watson_86.txt,True
Lewis Hamilton,0.9,hamilton_215.txt,True
J.K. Rowling,0.9,rowling_678.txt,True
UNKNOWN,0.0,bale_244.txt,False
Adele,0.9,adele_741.txt,True
Kate Moss,0.9,moss_1010.txt,True
Elton John,0.9,john_261.txt,True
Adele,0.9,adele_656.txt,True
Elton John,0.9,john_451.txt,True
UNKNOWN,0.0,jagger_738.txt,False
Emma Watson,0.9,watson_506.txt,True
UNKNOWN,0.0,dench_632.txt,False
Moby,0.9,moss_810.txt,False
Judi Dench,0.9,dench_918.txt,True
Jerry Seinfeld,0.9,gervais_305.txt,False
Gigi Hadid,0.9,moss_280.txt,False
Lewis Hamilton,0.9,hamilton_674.txt,True
UNKNOWN,0.0,dench_1058.txt,False
Kate Middleton,0.9,middleton_370.txt,True
Ed Sheeran,0.9,sheeran_936.txt,True
UNKNOWN,0.0,bale_1003.txt,False
Daniel Radcliffe,0.9,craig_393.txt,False
UNKNOWN,0.0,gervais_855.txt,False
David Beckham,0.9,beckham_959.txt,True
Daniel Radcliffe,0.9,radcliffe_643.txt,True
Meryl Streep,0.9,dench_344.txt,False
Catherine Middleton,0.9,middleton_825.txt,True
UNKNOWN,0.0,grant_864.txt,False
